press,title,naver_news_text,naver_news_url,body
연합뉴스,1분기 글로벌 D램 매출 21% 감소…1위 삼성점유율소폭 하락,네이버뉴스,https://n.news.naver.com/mnews/article/001/0013964614?sid=101,
연합뉴스,1분기 전세계 D램 매출 21% 감소…1위 삼성점유율소폭 하락,네이버뉴스,https://n.news.naver.com/mnews/article/001/0013964614?sid=101,
KBS,"1분기 D램점유율역전... 마이크론, SK 제치고 2위로",네이버뉴스,https://n.news.naver.com/mnews/article/056/0011492324?sid=101,
경향신문,글로벌 D램 1Q 매출 21%↓…점유율늘린 마이크론 2위로,네이버뉴스,https://n.news.naver.com/mnews/article/032/0003225943?sid=101,
이데일리,"SK하이닉스, D램점유율3위로 밀려",네이버뉴스,https://n.news.naver.com/mnews/article/018/0005494193?sid=101,
데일리안,"오비맥주, 4월 국내 맥주 가정시장 점유율‘1위’",네이버뉴스,https://n.news.naver.com/mnews/article/119/0002716003?sid=101,
데일리안,"경쟁사 추격에도…'카스' 오비맥주, 4월 가정시장 점유율1위",네이버뉴스,https://n.news.naver.com/mnews/article/119/0002716003?sid=101,
뉴시스,"오비맥주, 4월 맥주 가정채널 1위 수성…""점유율53.9%로 2위와 2배差""",네이버뉴스,https://n.news.naver.com/mnews/article/003/0011880137?sid=101,
뉴스1,"오비맥주, 4월 국내 맥주 가정시장 점유율‘1위!’",네이버뉴스,https://n.news.naver.com/mnews/article/421/0006828510?sid=101,
스포츠서울,"오비맥주, 4월 맥주 가정시장 점유율압도적 1위",네이버뉴스,https://n.news.naver.com/mnews/article/468/0000947047?sid=101,
서울신문,맥주시장‘카스vs테라’점유율경쟁…4월 오비맥주 1위 수성,네이버뉴스,https://n.news.naver.com/mnews/article/081/0003363983?sid=101,
서울신문,"오비맥주 '카스' ""4월 가정시장 점유율1위""",네이버뉴스,https://n.news.naver.com/mnews/article/081/0003363983?sid=101,
서울경제,"오비맥주 ‘카스’, 4월 가정시장 점유율1위",네이버뉴스,https://n.news.naver.com/mnews/article/011/0004194773?sid=101,
이투데이,"4월 홈술 승자도 '카스'…오비맥주 ""가정시장 점유율1위""",,,
연합뉴스,"오비맥주, 4월 국내 맥주 가정시장 점유율53.9%로 '1위' 유지",네이버뉴스,https://n.news.naver.com/mnews/article/001/0013963149?sid=101,
뉴시스,"""보상판매"" 카드 꺼낸 홈헬스케어…점유율경쟁도 격화",네이버뉴스,https://n.news.naver.com/mnews/article/003/0011879106?sid=102,
머니S,'2.5만명' 한화생명 vs '2.9만명' 삼성생명… 불붙은점유율경쟁,네이버뉴스,https://n.news.naver.com/mnews/article/417/0000923440?sid=101,
조선일보,"中, 저가 배터리로 EU점유율2년새 2배로… 1위 한국 맹추격",네이버뉴스,https://n.news.naver.com/mnews/article/023/0003765829?sid=101,
IT조선,"[식품가 투데이] 오비맥주, 4월 가정시장 점유율53.9% 1위 外",,,
로이슈,"[생활경제 이슈] 오비맥주, 4월 국내 맥주 가정시장 점유율‘부동의 1위...",,,
뉴데일리,"[단독] 한국필립모리스, 日 테리아 '블랙 옐로우' 출시 초읽기…점유율...",,,
전자신문,"[하이브리드 워크 2023] 비즈플레이, 경비지출관리 솔루션점유율1위",네이버뉴스,https://n.news.naver.com/mnews/article/030/0003102454?sid=105,
