press,title,naver_news_text,naver_news_url,body
이코노미스트,"진격의에코프로개미들…증권가, 후폭풍에 진땀 [허지은의 주스통]",네이버뉴스,https://n.news.naver.com/mnews/article/243/0000043625?sid=101,
이코노미스트,"""고점인가 아닌가"" 뜨거운에코프로불타는 주가 논쟁 [컴퍼니+]",네이버뉴스,https://n.news.naver.com/mnews/article/243/0000043625?sid=101,
더스쿠프,"'과열 양상'에코프로·에코프로비엠…""개미지옥될 수도""",네이버뉴스,https://n.news.naver.com/mnews/article/665/0000000825?sid=101,
KPI뉴스,[마켓플러스]주식이 종교인가…'에코프로' 광풍 주의보,,,
한국경제,에코프로그렇게 올랐는데…ETF 2차전지가 꼴찌라고?,네이버뉴스,https://n.news.naver.com/mnews/article/015/0004835046?sid=101,
뉴시스,개미는 '에코프로'이지만…외인은 '엘앤에프' 담았다,네이버뉴스,https://n.news.naver.com/mnews/article/003/0011813544?sid=101,
디지털타임스,에코프로·테슬라 `줍줍`… 동학·서학개미가 돌아왔다,네이버뉴스,https://n.news.naver.com/mnews/article/029/0002796048?sid=101,
매경이코노미,[대한민국 100대 CEO] 이동채에코프로그룹 회장 | 세계 최초 하이니켈계...,네이버뉴스,https://n.news.naver.com/mnews/article/024/0000081487?sid=102,
SBS Biz,[어제장 오늘장] 동학개미 여전한 '에코프로사랑'…종목 장세 뚜렷,네이버뉴스,https://n.news.naver.com/mnews/article/374/0000332379?sid=101,
국제뉴스,"에코프로주가 하락, MSCI 편입 불확실전망 영향",,,
국제뉴스,한화에어로 유력·에코프로불확실…5월 MSCI 정기변경 '주목',,,
뉴스투데이,MSCI 한국 지수에 KT 등 편입될 듯…에코프로는 가능성 작아,,,
뉴스로드,너무 올라도 못 간다? 5월 MSCI 정기변경 '시선집중',,,
동양일보,"에코프로, 2회 어린이 그림그리기 대회 연다",,,
서울경제,"[데이터로 보는 증시]엠로·에코프로, 기관·외국인 코스닥 순매수 1위(...",네이버뉴스,https://n.news.naver.com/mnews/article/011/0004181406?sid=101,
EBN,'에코프로그룹'에 울고 웃는 미래에셋 vs 타이거자산운용,,,
