press,title,naver_news_text,naver_news_url,body
머니S,"4월 기준금리3.75% 전망에도… ""5%대예금찾기 어렵다""",네이버뉴스,https://n.news.naver.com/mnews/article/417/0000898760?sid=101,
헤럴드경제,예금금리낮아지는데…'초저위험' 쏠려있는 퇴직연금,네이버뉴스,https://n.news.naver.com/mnews/article/016/0002109050?sid=101,
이데일리,1월금리인상에도…예금은행 대출금리두달째 내릴까[한은 미리보기],네이버뉴스,https://n.news.naver.com/mnews/article/018/0005431870?sid=101,
스카이데일리,"“예금·주식보단 채권”… 개인, 1년 전보다 채권 8배 많이 사들여",,,
한국경제,"2월 넷째 주, 한경 마켓PRO가 주목한 종목과 이슈는? [위클리 리뷰]",네이버뉴스,https://n.news.naver.com/mnews/article/015/0004814667?sid=101,
조선일보,"금감원, 대출금리산정기준 코픽스 손본다",네이버뉴스,https://n.news.naver.com/mnews/article/023/0003748334?sid=101,
이투데이,"은행, 민간 기업인데 ""성과급 과도하다"" 지적하는 이유는",,,
서울경제,"금리인상기 '끝물', 내 자산 어디에 투자할까?[도와줘요 자산관리]",네이버뉴스,https://n.news.naver.com/mnews/article/011/0004160499?sid=101,
뉴스웍스,"[머니웍스] 서종수 IBK기업은행 컨설턴트 ""비상장주식 증여, 수익성 떨어...",,,
시사저널이코노미,"오세훈표 반값 아파트, 뉴홈 흥행 이을까",,,
