press,title,naver_news_text,naver_news_url,body
연합뉴스,은행 중심코인?…트럼프 대신 바이든 방침 인용한 한은,네이버뉴스,https://n.news.naver.com/mnews/article/001/0015732379?sid=101,
연합뉴스,"스테이블코인발행주체 두고 한은·업계 입장 차…""은행 중심""vs""기술기...",네이버뉴스,https://n.news.naver.com/mnews/article/001/0015732379?sid=101,
뉴스1,[정하룡의 뱅크버스터48] 통화스와프와스테이블코인⑥,네이버뉴스,https://n.news.naver.com/mnews/article/421/0008595807?sid=101,
머니S,"안도걸·민병덕 의원, 한국은행 '스테이블코인보고서' 정면 반박",네이버뉴스,https://n.news.naver.com/mnews/article/417/0001112332?sid=101,
머니S,"위메이드, 원화스테이블코인전용 '스테이블넷' 소스 공개",네이버뉴스,https://n.news.naver.com/mnews/article/417/0001112332?sid=101,
연합뉴스,"위메이드, 원화스테이블코인전용 '스테이블넷' 소스코드 공개",네이버뉴스,https://n.news.naver.com/mnews/article/001/0015733449?sid=105,
뉴스1,"위메이드, 韓 최초 원화스테이블 코인전용 레이어1 ‘스테이블넷’ ‘...",네이버뉴스,https://n.news.naver.com/mnews/article/421/0008594436?sid=105,
매일경제,"위메이드, 원화스테이블코인전용 '스테이블넷' 소스코드 공개",네이버뉴스,https://n.news.naver.com/mnews/article/009/0005587396?sid=105,
지디넷코리아,스테이블코인은 우리나라 통화량을 늘릴까,네이버뉴스,https://n.news.naver.com/mnews/article/092/0002397778?sid=105,
지디넷코리아,"""한은 7가지 괴담논쟁 시간낭비…스테이블코인안전하게 쓰는 것 연구해...",네이버뉴스,https://n.news.naver.com/mnews/article/092/0002397778?sid=105,
한국경제TV,"""신중한 日도 벌써 하는데""…'원화코인막는 괴담' 질타",네이버뉴스,https://n.news.naver.com/mnews/article/215/0001230300?sid=101,
한국경제TV,"與,스테이블코인法 ‘비은행 발행 참여·이자 지급 금지’ 가닥",네이버뉴스,https://n.news.naver.com/mnews/article/215/0001230300?sid=101,
헤럴드경제,“한은 ‘스테이블코인신뢰 낮다’ 지적…실제 활용 확대 따라 신뢰 축...,네이버뉴스,https://n.news.naver.com/mnews/article/016/0002555533?sid=101,
파이낸셜뉴스,"안도걸 ""스테이블코인당국 입법안, 곧 민주당 디지털자산 TF에 보고""",네이버뉴스,https://n.news.naver.com/mnews/article/014/0005432219?sid=105,
뉴스1,"핀산협, 원화스테이블코인토론회 개최…방향성·통화정책 영향 논의",네이버뉴스,https://n.news.naver.com/mnews/article/421/0008595217?sid=101,
헤럴드경제,"위메이드, 韓 최초 원화스테이블코인전용 블록체인 소스코드 공개",네이버뉴스,https://n.news.naver.com/mnews/article/016/0002555442?sid=105,
헤럴드경제,"위메이드, 원화스테이블코인블록체인 메인넷 '스테이블넷' 소스코드 ...",네이버뉴스,https://n.news.naver.com/mnews/article/016/0002555442?sid=105,
일간스포츠,"위메이드, 원화스테이블코인메인넷 '스테이블넷' 소스코드 공개",네이버뉴스,https://m.sports.naver.com/esports/article/241/0003476518,
게임동아,"위메이드, 원화스테이블코인전용 블록체인 '스테이블넷' 소스코드 공...",,,
지디넷코리아,"위메이드, 원화스테이블코인전용 블록체인 메인넷 '스테이블넷' 소스...",네이버뉴스,https://n.news.naver.com/mnews/article/092/0002397747?sid=105,
이투데이,원화스테이블코인법안 정부안 윤곽…'비은행 발행' 허용 가닥,,,
톱스타뉴스,"연준 이사 ""스테이블코인3조 달러 전망, 금리 완화 압력""",,,
전자신문,스테이블코인입법 공방 가열…한은 우려에 맞선 학계 “설계로 통제 가...,네이버뉴스,https://n.news.naver.com/mnews/article/030/0003368567?sid=101,
아시아투데이,"與안도걸 ""원화스테이블코인제도 설계 절실""",,,
지디넷코리아,스테이블코인정부 법안 이달 중 가닥,네이버뉴스,https://n.news.naver.com/mnews/article/092/0002397802?sid=105,
