sub_keyword,tfidf_score
골프,0.12705400490398003
성심당,0.0580073200370267
관광,0.05686787586116281
아트,0.040348676622585816
미술,0.040348676622585816
결혼식,0.03925716163357709
합창단,0.03897871193140769
웨딩홀,0.038008354667170376
파크,0.03729777205040022
박람회,0.03697980056659423
부부,0.03580986964563144
웨딩,0.034157764634554715
유산균,0.03180038083452698
공연,0.031182969545126157
축제,0.0306300211861043
가맹,0.029838217640320176
막걸리,0.028267005186246204
전시회,0.026744852987492705
북한,0.0260409368412264
결혼,0.02553929716385903
대사,0.02473362953796543
남북,0.024170386650017167
신부,0.02415825331297052
파스텔,0.023387227158844618
회차,0.022378663230240133
포럼,0.021200253889684655
주한,0.021200253889684655
다문화,0.021138471648849202
자본주의,0.019329631786087237
관광객,0.01929010075358703
동관,0.018519539629492057
케익,0.01845687455723577
메뉴,0.01845687455723577
일곱,0.01811868998472789
발효,0.017666878241403876
도로,0.0173606245608176
대구,0.017078882317277357
스냅,0.017078882317277357
페어,0.015905531854658636
치즈,0.015820178191916376
존뉴딘,0.015591484772563079
초청,0.015591484772563079
합창,0.015591484772563079
가족,0.015591484772563079
허니문,0.014639041986237738
예술,0.014585141444131436
바이어,0.014193022286381776
패널,0.014133502593123102
위니,0.013889654722119046
딤채,0.013889654722119046
관광버스,0.01375039605195914
평양,0.0130204684206132
철도,0.0130204684206132
정상회담,0.0130204684206132
스튜디오,0.012199201655198113
하객,0.01207912665648526
관람,0.012061408350099384
환호,0.011881921260549894
나라,0.011870567456987363
작가,0.011844326798486527
관람객,0.011382504338912455
프랑스,0.01136793761962507
다양성,0.01126159704289911
컨벤션,0.01072400094844207
스크린,0.010653774473950193
자양,0.010600126944842327
백세주,0.010600126944842327
국순당,0.010600126944842327
샌드위치,0.010546785461277583
파니니,0.010546785461277583
커피,0.010546785461277583
입국,0.010312797038969356
외래,0.010312797038969356
단점,0.009891395075381337
부스,0.009891395075381337
스내그,0.009891395075381337
스드메,0.009759361324158491
혼수,0.009759361324158491
하나투어,0.009759361324158491
웨딩드레스,0.009759361324158491
정의,0.009664815893043618
린다,0.009294011326938053
축하,0.009288497689180997
사운드,0.009259769814746029
에어,0.009259769814746029
베를린,0.009259769814746029
매칭,0.009259769814746029
이사장,0.009259769814746029
성광,0.009259769814746029
평생,0.009059344992363945
신랑,0.009059344992363945
오페라,0.009059344992363945
예식,0.009059344992363945
운영자,0.009059344992363945
입점,0.008888639618186115
경협,0.0086803122804088
비핵화,0.0086803122804088
보급,0.0086803122804088
베이,0.008670777445425448
컴퍼니,0.008550515120290722
스카이,0.00850171519647775
마일리지,0.00850171519647775
다행,0.008368742267961013
방문객,0.008168925394791502
홍차,0.007910089095958188
튀김,0.007910089095958188
부띠,0.007910089095958188
펠트,0.007910089095958188
요거트,0.007910089095958188
아침,0.007910089095958188
산양,0.007910089095958188
마들렌,0.007910089095958188
브리지스톤,0.007795742386281539
블루,0.007459554410080044
상담,0.007319520993118869
컬러풀,0.007319520993118869
샘플,0.007319520993118869
주례,0.007282210360573553
총장,0.007066751296561551
세트,0.007066751296561551
토론,0.007066751296561551
화상,0.007066751296561551
강국,0.007066751296561551
공법,0.007066751296561551
번의,0.007066751296561551
관광지,0.00687519802597957
동남아,0.00687519802597957
크루즈,0.00687519802597957
노선,0.00687519802597957
무비,0.00687519802597957
허용,0.00687519802597957
시내,0.00687519802597957
특색,0.00687519802597957
순회,0.00687519802597957
박수갈채,0.006840846066677097
메이크업,0.006784150007040411
상징,0.006724779437097636
가을,0.006724779437097636
작품,0.006724779437097636
행보,0.006511847962091651
질문,0.006494128561373061
신상,0.006455151902454965
이념,0.006443210595362412
존중,0.006443210595362412
책무,0.006443210595362412
지혜롭,0.006443210595362412
공동체,0.006443210595362412
방진,0.006443210595362412
대립,0.006443210595362412
사회주의,0.006443210595362412
전쟁,0.006443210595362412
진전,0.006443210595362412
호평,0.0063427857131439554
가약,0.00603956332824263
눈물,0.00603956332824263
사학,0.00603956332824263
맹세,0.00603956332824263
미소,0.00603956332824263
박희,0.00603956332824263
행진,0.00603956332824263
혼인신고,0.00603956332824263
연금,0.00603956332824263
조화,0.005801256103229919
필리핀,0.005545673535372923
오크,0.005273392730638792
소보,0.005273392730638792
아메리카노,0.005273392730638792
빵집,0.005273392730638792
우유,0.005273392730638792
임영진,0.005273392730638792
입성,0.005273392730638792
주최,0.005129867268782963
명품,0.005047613181839781
태평양,0.0050311775190661654
업그레이드,0.0049830225661318134
사기,0.004945697537690669
사은,0.0048796806620792455
만하,0.0048796806620792455
실시간,0.0048796806620792455
셋트,0.0048796806620792455
신혼여행,0.0048796806620792455
선착순,0.0048796806620792455
영상,0.0048796806620792455
하우스,0.0048796806620792455
한복,0.0048796806620792455
커플,0.0048796806620792455
트랜드,0.0048796806620792455
참가자,0.0048796806620792455
초대권,0.0048796806620792455
촬영,0.0048796806620792455
최신,0.0048796806620792455
유성,0.00485784903815235
엄선,0.004688786789204654
드레스,0.004688786789204654
쿠폰,0.004359788684619208
블랙,0.004359788684619208
비행장,0.0043401561402044
활로,0.0043401561402044
활기,0.0043401561402044
회담,0.0043401561402044
가득,0.0035333756482807755
화상회의,0.0035333756482807755
부재,0.003437599012989785
비자,0.003437599012989785
부응,0.003362389718548818
가야,0.003221605297681206
빈부격차,0.003221605297681206
불평등,0.003221605297681206
화장,0.003019781664121315
비지니스,0.002636696365319396
불고기,0.002636696365319396
북전,0.0024398403310396228
가봉,0.0024398403310396228
가드,0.0024398403310396228
가로,0.0024398403310396228
