sub_keyword,tfidf_score
탄소,0.0395201371264162
플라스틱,0.02132710701042565
휘발유,0.020717726493758307
웅진,0.019763139217269517
재생에너지,0.019437705897317248
효성,0.019325366038789028
원전,0.018479198643151645
배출,0.01814209434771493
태양광,0.017958230841358787
이산화탄소,0.01783648028308118
재활용,0.017246203684114093
수주,0.017076390741692832
감축,0.015942486394734907
산림,0.014953252142830572
효율,0.014451182203648598
측정,0.014400019997231249
제과,0.014333923201715604
주유소,0.01417481715379947
방사성,0.014029672074260008
폐기물,0.013369013277738435
제로,0.01323217795561957
트럭,0.013162561779473442
석탄,0.013099876489967249
내진,0.012834599084217845
재생,0.012573927012527103
중공업,0.012533292353534828
원유,0.012034054812270722
중립,0.011618027194830155
수소,0.011586416806684402
탄소섬유,0.011581711580611947
해상,0.011224406767136066
농도,0.011223201271086714
미세먼지,0.011220803825337857
풍력,0.011001768486037539
온실가스,0.01093315002188184
도시가스,0.010848732817085498
석유화학,0.010658443720674479
실내,0.010461620322291016
이사회,0.010139521046899809
주행,0.009969405221572082
원자력,0.00996034510804112
조선해,0.009775588335898281
신재생에너지,0.009667023005768579
배출량,0.009636706569926323
금리,0.009602224516826857
유가,0.009599799507886015
국경,0.009568336036977222
원자로,0.009360104868463948
롤라,0.009326066047267902
이베르,0.009326066047267902
외벽,0.009119505804301148
호기,0.009113969283995643
수은,0.009088604336400734
트리,0.00898941259541937
폐쇄,0.008819933648541948
상수도,0.008798087714930833
세종시,0.008798087714930833
시공,0.008621765701442862
금호,0.00859033433778614
지하,0.008469201025614137
세트,0.008432888412932233
전주,0.00841907960434796
염분,0.008343443569895864
수기,0.008274939152525689
전해,0.008160959283874898
사비,0.00803355529702201
토트넘,0.008027030747348724
이노베이션,0.008009332768291463
에어컨,0.007997661535967758
항공사,0.007841294576085232
자율,0.007835403256668433
보강,0.007639901439627911
도로,0.007560708773258916
화신,0.007380406859036116
생수,0.007370966628305059
대행,0.0072027895998510545
빙과,0.007190118197805802
코웨이,0.0071431565296427866
건물,0.006880055710565111
냉동,0.00687621531731817
풍력발전,0.006753844545888342
상사,0.006642366173132504
콘크리트,0.006632367857673562
지배구조,0.0066313578731043085
환경부,0.006609981965488321
빙그레,0.00659951942874487
포트폴리오,0.00657028893371632
두부,0.006546314456406145
통운,0.006508801778831044
쓰레기,0.006475921027486943
일자,0.006303653973366659
환경오염,0.006286279578112818
자원부,0.006241289476884166
원대,0.006116255554952587
채용,0.006058822490579035
그린,0.0060116583296271125
저장,0.005887672851851156
도료,0.005803321875464367
촉진,0.005726800168420445
개편,0.0057159216623711645
해수,0.00556229571326391
우유,0.005497941586376582
수입,0.005461810136529406
국산,0.005337742444984636
폐기,0.005274508967859408
만대,0.005248280645055635
해양,0.005179294232788025
노선,0.004989914730236056
원자재,0.00490543625464663
의혹,0.004874852604931157
양사,0.004758704004445812
조작,0.004522006484242633
수소차,0.004517722168714844
포장재,0.004499473479218649
등록,0.0044678052810102654
상용,0.004358059982444809
물가,0.004257704316368291
단지,0.003878442668604229
감시,0.0037893380320197802
한울,0.003589363447681339
감사,0.0035794349472311453
대기오염,0.0035601767480092196
적발,0.0031151546545080673
