sub_keyword,tfidf_score
디스플레이,0.030191048929655885
게임,0.028075193144072162
갤럭시,0.02630640827689433
스타트업,0.019091336125725177
넥슨,0.018677140781973127
패널,0.018486940511826283
치료,0.01757471896815551
검색,0.016565382198596344
텔레콤,0.016286042037375912
번호,0.016272459451738833
포항,0.01613478673473516
아시아나,0.01610754160389646
측량,0.015912152353356558
서울대,0.014901366557349348
리니지,0.014471847852379907
유플러스,0.014380692425506502
엑소,0.013462375267541408
세션,0.01324587122368962
차세대,0.012451955413400464
나노,0.012322478275649059
확률,0.012284446291592676
엔씨,0.012271076868661078
케어,0.012141728339123432
원자력,0.012068288793885445
세종시,0.011828510928217562
개발자,0.011828178945575796
테라,0.011488460145633931
과학기술,0.011413638640845662
대학,0.011372442414564761
탑재,0.01133264119431865
육아,0.011264661389746487
성능,0.011240935438256548
편입,0.011085972291906134
대덕,0.011076423637096275
클라우드,0.011000905678973636
가입자,0.010945970898715239
주제,0.01088994548829034
지배구조,0.01074379215486128
기초과학,0.010530077911421167
상점,0.010446747037008987
보안,0.010428740500030304
스마트폰,0.01023510001360457
네이버웹툰,0.010190203454497749
아마존,0.010142967992229617
양성자,0.010049999998677154
마이,0.009959040643702155
로켓,0.009874562296858468
화면,0.009862397966580616
입찰,0.009751973861935336
빅데이터,0.009751396516575363
사막,0.009667706789066416
블소,0.00952863156414228
장치,0.009502736967154939
연구기관,0.009390728142550778
항공우주,0.00929212008027482
아이템,0.009290055199960673
효율,0.00923179163128837
과학벨트,0.009201173041097742
오리온,0.009074014731857769
출신,0.009038280126743441
카메라,0.008812461781468417
피아,0.008764066151000722
엔터프라이즈,0.008706678098899178
금제,0.00868166427669886
특구,0.008500355956309925
웹툰,0.008403267444075515
아이폰,0.00834215956905164
박스,0.008313710296217173
전화,0.008226971195630508
미토콘드리아,0.008144393134459072
속기,0.008121789112814755
대화,0.008102551626110071
어비스,0.008056422324222013
공대,0.008044710505801671
나노입자,0.008011965126918064
한진,0.008005887327100777
대표이사,0.007957886820493414
상공,0.007873956968020906
박사,0.007869584415938432
원장,0.007848954000768757
연봉,0.007511584925502087
컴퍼니,0.007445414485610468
모드,0.007376732996137756
우주,0.007374025121900616
이사,0.007370739048784101
시험,0.0073368942399893175
조원태,0.0072427190024893645
인재,0.0070921944415126646
이사회,0.007086053543202742
로봇,0.007078753670345483
기기,0.0070365033459261475
복리,0.006975043145109081
후생,0.006975043145109081
최신,0.006968970682390465
영상,0.006914425268388748
번가,0.006761978661486413
웹소설,0.006571723372469504
최적화,0.006543361755887166
와이즈,0.006465162162456331
어린이,0.006376991778430718
금호,0.006228123941418223
사범,0.006138062595484073
줄기세포,0.006128207493880918
구진,0.0060455012067274425
상용,0.0059468234123850935
퀄컴,0.005837791787798712
엑시노스,0.005746789824549231
원작,0.005745851991098734
서버,0.005744868734534298
수정,0.00564935943591596
경영학,0.005603017836207992
산학,0.005501461448907713
자문,0.005458880615958499
과학자,0.005388103783015059
이스라엘,0.005387635135380276
이오,0.005179960121563345
코바,0.005179960121563345
찬성,0.0051733707160638315
리더,0.00515654079511251
파운드리,0.0050939156193673925
산화,0.00509024570903692
표적,0.00509024570903692
세륨,0.00509024570903692
하이퍼,0.0049934559025709485
거의,0.004896742206258822
에어,0.004706343157846878
서치,0.004706343157846878
최고경영자,0.004595283919294092
고려대,0.004547722392425741
획득,0.004515535496824721
블록,0.004481088874661201
초대,0.0043909521008127055
애플,0.004309428133369945
플레이,0.004271875654572333
의도,0.00424520827171997
생쥐,0.004072196567229536
그린,0.004063245390214011
그래픽,0.0038183147003624106
학회,0.003802495433730092
채권,0.003556932080244265
과금,0.0032990316076330567
