sub_keyword,tfidf_score
보조금,0.04705693232859956
배달,0.028659907986619146
계산서,0.02731659027667291
유한양행,0.027038787160061667
택시,0.02698393925141236
세금,0.0268804047971827
레이저,0.026230857987886182
수입,0.02317879139133457
약물,0.022836021853460755
코웨이,0.022665686326776416
청호나이스,0.022665686326776416
이노베이션,0.022550623461824064
길리어드,0.020279090370046254
연구자,0.018975680283819036
티몬,0.01883739393832664
정보보호,0.01883739393832664
실손,0.01809434542437053
수소차,0.017634331280430314
판결,0.016999264745082312
단말기,0.016958091241174165
유해,0.016301548398033158
획득,0.016146337661422833
이통,0.015749730773640874
보험금,0.015509438935174738
특허청,0.014584510004816902
환자,0.014155926262199747
전기자동차,0.013742851570249664
대가,0.013670158883342259
보안,0.013455281384519027
앨런,0.01345032493294928
토지,0.013054170045563866
부동산,0.013054170045563866
국토부,0.012883260433158739
보험사,0.012842773485647871
상용,0.012798364954992357
전송,0.012364522020358686
항체,0.011862931196560535
배분,0.011859800177386899
라이더,0.01180113858272553
민족,0.01180113858272553
서울시,0.01174068468211689
간소화,0.011632079201381054
양국,0.011575854691291946
정수기,0.011332843163388208
통법,0.011249807695457768
판매점,0.011249807695457768
국세청,0.010840197649755478
판매량,0.0103594716697182
노선,0.010087743699711958
면제,0.0097906275341729
과세,0.0097906275341729
소규모,0.0097906275341729
방향족,0.009780929038819896
유럽연합,0.009780929038819896
염화,0.009780929038819896
탄화수소,0.009780929038819896
파라핀,0.009780929038819896
무효,0.00977100540068274
전차,0.009487840141909518
기술이전,0.009487840141909518
얼음,0.009444035969490172
대리점,0.0093738613601038
개인정보,0.009275304056428194
길리,0.00901292905335389
신약,0.00901292905335389
질환,0.00901292905335389
금제,0.008999846156366216
이동통신,0.008999846156366216
도핑,0.008897198397420402
국산,0.0087762074033208
라인업,0.0087762074033208
보험료,0.008545644362856882
운송,0.008429384701946808
시간제,0.008429384701946808
박사,0.00823559318185913
출고,0.008149287144834762
이륜차,0.007390505374299881
충전,0.007374379579118833
거주,0.007344336869610968
법인세,0.007315384693754766
연구기관,0.007125738728990288
신차,0.00702096592265664
포기,0.0070022712625938
제네시스,0.006933903189559066
승용차,0.006932414861086458
등록,0.006828079700044611
치료,0.006759696790015417
약정,0.006749884617274661
유상,0.006743507761557445
미주,0.00672516246647464
미연방,0.00672516246647464
성능,0.0066568070936299534
법안,0.0064622662229894745
심판,0.00645042453154882
가산,0.0064274330062759795
휴대전화,0.006147728987461977
만대,0.005931460624265353
상호,0.005699792468115924
대수,0.0056296066214315795
배출,0.005562684899144531
인체,0.005472786638078028
정정,0.005407143310743854
경제력,0.005385493425810475
중견,0.005385493425810475
급난,0.00526572444199248
전산,0.00516981297839158
커넥트,0.005057630821168085
이륜자동차,0.005057630821168085
배민,0.005057630821168085
호출,0.004997025787298585
환경부,0.0049926053202224655
산정,0.0049926053202224655
차등,0.004903468296062035
가액,0.004820574754706985
합계,0.004820574754706985
표준화,0.00480121383636639
법정,0.004743920070954759
재산권,0.0046919137033160155
미화,0.004506464526676945
간질,0.004506464526676945
장치,0.004499923078183108
자국,0.004088680459566976
문서,0.0038773597337936846
진료,0.0038773597337936846
반발,0.0038773597337936846
행정,0.003850149421561275
손해배상,0.0037468528761768934
폭스바겐,0.0035606247571301156
패소,0.0035606247571301156
파기,0.0035606247571301156
적발,0.0034406094640414154
보복,0.003339890481988683
즉시,0.0032198436937341773
지자체,0.0032198436937341773
보관,0.0032137165031379897
모빌리티,0.0029982154723791517
배차,0.0029982154723791517
승객,0.0029982154723791517
감당,0.002617997820577621
가입자,0.00258490648919579
발의,0.00258490648919579
인수위,0.00258490648919579
문턱,0.00258490648919579
각국,0.0023737498380867438
쟁송,0.0023737498380867438
환송,0.0023737498380867438
보통,0.001998810314919434
법성,0.001998810314919434
